Rooms,Type,Price,Method,Distance,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Regionname,Propertycount,Suburb_Encoded,SellerG_Encoded
5,0,1535000.0,0,13.9,3.0,2.0,681.0,126.0,15,0,9028.0,1260880.1724137932,876987.997146933
3,0,1125000.0,4,13.9,2.0,2.0,819.0,173.0,15,0,9028.0,1260880.1724137932,954727.2485004284
3,2,700000.0,0,13.9,2.0,2.0,0.0,119.0,15,0,9028.0,1260880.1724137932,876303.1414441147
4,0,1152000.0,1,13.9,2.0,2.0,336.0,176.0,15,0,9028.0,1260880.1724137932,1368163.4483282676
4,0,1868000.0,1,13.9,2.0,2.0,925.0,218.0,15,0,9028.0,1260880.1724137932,954727.2485004284
3,0,920000.0,0,13.9,3.0,3.0,655.0,126.0,15,0,9028.0,1260880.1724137932,876987.997146933
4,0,1050000.0,0,13.9,2.0,2.0,317.0,194.0,15,0,9028.0,1260880.1724137932,876303.1414441147
3,2,910000.0,1,13.9,2.0,2.0,299.0,135.0,15,0,9028.0,1260880.1724137932,876303.1414441147
3,0,1850000.0,1,13.9,1.0,2.0,1073.0,143.0,15,0,9028.0,1260880.1724137932,1368163.4483282676
4,0,1225000.0,1,13.9,3.0,2.0,740.0,185.0,15,0,9028.0,1260880.1724137932,876987.997146933
4,0,1316000.0,1,13.9,2.0,2.0,716.0,155.0,15,0,9028.0,1260880.1724137932,1368163.4483282676
2,2,400000.0,4,13.9,1.0,2.0,0.0,126.0,15,0,9028.0,1260880.1724137932,1043333.3333333334
5,0,1400000.0,1,13.9,3.0,2.0,656.0,320.0,15,0,9028.0,1260880.1724137932,1368163.4483282676
5,0,2168000.0,1,13.9,5.0,2.0,669.0,395.0,15,0,9028.0,1260880.1724137932,876303.1414441147
4,0,1430000.0,1,13.9,2.0,2.0,655.0,170.0,15,0,9028.0,1260880.1724137932,1368163.4483282676
4,0,1250000.0,0,13.9,2.0,2.0,780.0,126.0,15,0,9028.0,1260880.1724137932,876303.1414441147
3,2,772000.0,1,13.9,2.0,1.0,203.0,109.0,15,0,9028.0,1260880.1724137932,876303.1414441147
4,0,2000000.0,1,13.9,3.0,2.0,507.0,126.0,15,0,9028.0,1260880.1724137932,876303.1414441147
3,0,1300000.0,1,13.9,1.0,2.0,657.0,126.0,15,0,9028.0,1260880.1724137932,876303.1414441147
4,0,1468000.0,1,13.9,2.0,2.0,806.0,170.0,15,0,9028.0,1260880.1724137932,876987.997146933
3,0,1275000.0,0,13.9,1.0,1.0,720.0,126.0,15,0,9028.0,1260880.1724137932,876303.1414441147
4,0,1200000.0,1,13.9,1.0,2.0,657.0,126.0,15,0,9028.0,1260880.1724137932,1221375.0
3,2,655000.0,3,13.9,2.0,2.0,0.0,126.0,15,0,9028.0,1260880.1724137932,1368163.4483282676
3,0,1310000.0,1,13.9,1.0,2.0,1157.0,126.0,15,0,9028.0,1260880.1724137932,744177.4193548387
4,2,753000.0,1,13.9,1.0,1.0,241.0,105.0,15,0,9028.0,1260880.1724137932,876303.1414441147
4,0,1250000.0,3,13.9,2.0,3.0,767.0,126.0,15,0,9028.0,1260880.1724137932,1312690.0332225913
2,0,1140000.0,1,13.9,1.0,1.0,679.0,126.0,15,0,9028.0,1260880.1724137932,876303.1414441147
3,0,1180000.0,1,13.9,1.0,2.0,657.0,126.0,15,0,9028.0,1260880.1724137932,876303.1414441147
3,1,746000.0,1,13.9,2.0,2.0,118.0,106.0,15,0,9028.0,1260880.1724137932,954727.2485004284
3,0,1485000.0,1,13.9,2.0,2.0,731.0,140.0,15,0,9028.0,1260880.1724137932,876303.1414441147
3,0,1190000.0,1,13.9,1.0,1.0,658.0,140.0,15,0,9028.0,1260880.1724137932,876987.997146933
3,0,900000.0,0,13.9,2.0,2.0,366.0,150.0,15,0,9028.0,1260880.1724137932,876987.997146933
3,0,1250000.0,0,13.9,2.0,1.0,728.0,150.0,15,0,9028.0,1260880.1724137932,1368163.4483282676
3,0,1030000.0,1,13.9,1.0,1.0,827.0,100.0,15,0,9028.0,1260880.1724137932,876987.997146933
4,1,985000.0,1,13.9,2.0,2.0,182.0,160.0,15,0,9028.0,1260880.1724137932,1312690.0332225913
3,0,1300000.0,1,13.9,1.0,2.0,651.0,119.0,15,0,9028.0,1260880.1724137932,1368163.4483282676
2,2,522500.0,1,13.9,1.0,1.0,145.0,126.0,15,0,9028.0,1260880.1724137932,1198408.2926829269
5,0,1510000.0,0,13.9,2.0,2.0,659.0,126.0,15,0,9028.0,1260880.1724137932,876303.1414441147
4,0,1460000.0,3,13.9,2.0,2.0,840.0,126.0,15,0,9028.0,1260880.1724137932,1083285.7142857143
3,0,958000.0,1,13.9,2.0,2.0,0.0,126.0,15,0,9028.0,1260880.1724137932,1083285.7142857143
4,0,1462500.0,1,13.9,3.0,2.0,654.0,160.0,15,0,9028.0,1260880.1724137932,979912.5
3,0,1430000.0,1,13.9,1.0,2.0,811.0,126.0,15,0,9028.0,1260880.1724137932,876303.1414441147
4,1,1350000.0,0,13.9,3.0,2.0,711.0,126.0,15,0,9028.0,1260880.1724137932,876303.1414441147
3,0,1250000.0,0,13.9,2.0,2.0,900.0,195.0,15,0,9028.0,1260880.1724137932,1312690.0332225913
4,0,1460800.0,3,13.9,3.0,2.0,654.0,305.0,15,0,9028.0,1260880.1724137932,1368163.4483282676
3,0,1152500.0,1,13.9,2.0,2.0,648.0,129.0,15,0,9028.0,1260880.1724137932,876303.1414441147
5,0,1650000.0,4,13.9,4.0,2.0,500.0,429.0,15,0,9028.0,1260880.1724137932,1368163.4483282676
3,0,1474000.0,1,13.9,2.0,2.0,753.0,126.0,15,0,9028.0,1260880.1724137932,876303.1414441147
3,2,800000.0,0,13.9,2.0,2.0,267.0,126.0,15,0,9028.0,1260880.1724137932,876303.1414441147
3,0,1391000.0,1,13.9,1.0,1.0,764.0,175.0,15,0,9028.0,1260880.1724137932,876987.997146933
2,2,452000.0,1,13.9,1.0,1.0,67.0,68.0,15,0,9028.0,1260880.1724137932,1083285.7142857143
5,0,1322000.0,1,13.9,1.0,0.0,729.0,126.0,15,0,9028.0,1260880.1724137932,1368163.4483282676
3,1,1102200.0,3,13.9,2.0,2.0,233.0,175.0,15,0,9028.0,1260880.1724137932,1368163.4483282676
4,0,1401000.0,1,13.9,3.0,2.0,650.0,261.0,15,0,9028.0,1260880.1724137932,1001871.4285714285
4,0,1782000.0,1,13.9,3.0,3.0,586.0,306.0,15,0,9028.0,1260880.1724137932,876303.1414441147
3,2,735000.0,1,13.9,1.0,1.0,302.0,126.0,15,0,9028.0,1260880.1724137932,876987.997146933
4,0,1520000.0,1,13.9,3.0,2.0,657.0,275.0,15,0,9028.0,1260880.1724137932,876303.1414441147
3,0,990000.0,1,13.9,1.0,1.0,746.0,126.0,15,0,9028.0,1260880.1724137932,876303.1414441147
3,0,1020000.0,0,13.9,1.0,2.0,725.0,126.0,15,0,9028.0,1260880.1724137932,954727.2485004284
3,0,878000.0,1,13.9,2.0,2.0,0.0,163.0,15,0,9028.0,1260880.1724137932,876303.1414441147
4,1,973500.0,1,13.9,2.0,2.0,234.0,160.0,15,0,9028.0,1260880.1724137932,876987.997146933
3,2,751800.0,3,13.9,1.0,2.0,109.0,120.0,15,0,9028.0,1260880.1724137932,1368163.4483282676
3,0,1100000.0,4,13.9,2.0,2.0,771.0,169.0,15,0,9028.0,1260880.1724137932,1100000.0
3,0,1202000.0,1,13.9,2.0,2.0,649.0,150.0,15,0,9028.0,1260880.1724137932,876303.1414441147
3,0,1362000.0,1,13.9,1.0,2.0,798.0,132.0,15,0,9028.0,1260880.1724137932,979912.5
4,0,1810000.0,1,13.9,2.0,4.0,769.0,240.0,15,0,9028.0,1260880.1724137932,1368163.4483282676
3,0,826000.0,1,13.9,1.0,4.0,192.0,278.0,15,0,9028.0,1260880.1724137932,2093000.0
3,0,900000.0,1,13.9,3.0,2.0,385.0,126.0,15,0,9028.0,1260880.1724137932,876303.1414441147
3,1,888000.0,1,13.9,2.0,1.0,192.0,126.0,15,0,9028.0,1260880.1724137932,1368163.4483282676
5,0,1901000.0,1,10.3,2.0,2.0,963.0,225.0,0,0,1651.0,1831695.652173913,1014976.4536741214
4,0,1650000.0,4,10.3,3.0,2.0,724.0,327.0,0,0,1651.0,1831695.652173913,1087157.5918367347
3,0,1816000.0,1,10.3,1.0,2.0,846.0,180.0,0,0,1651.0,1831695.652173913,1014976.4536741214
2,2,525000.0,1,10.3,1.0,1.0,79.0,70.0,0,0,1651.0,1831695.652173913,1087157.5918367347
4,0,2050000.0,1,10.3,3.0,2.0,723.0,290.0,0,0,1651.0,1831695.652173913,1087157.5918367347
5,0,1930000.0,1,10.3,2.0,1.0,939.0,236.0,0,0,1651.0,1831695.652173913,1087157.5918367347
2,0,2850000.0,1,10.3,1.0,1.0,1777.0,126.0,0,0,1651.0,1831695.652173913,1087157.5918367347
4,0,2600000.0,4,10.3,2.0,3.0,871.0,322.0,0,0,1651.0,1831695.652173913,1014976.4536741214
2,2,600000.0,3,10.3,1.0,1.0,112.0,95.0,0,0,1651.0,1831695.652173913,1087157.5918367347
3,0,1601000.0,1,10.3,1.0,1.0,872.0,136.0,0,0,1651.0,1831695.652173913,1087157.5918367347
3,0,1100000.0,4,10.3,2.0,1.0,555.0,300.0,0,0,1651.0,1831695.652173913,947700.0
4,0,2550000.0,4,10.3,2.0,2.0,1484.0,478.0,0,0,1651.0,1831695.652173913,1087157.5918367347
3,2,1190000.0,1,10.3,2.0,2.0,0.0,148.0,0,0,1651.0,1831695.652173913,1087157.5918367347
4,0,2012000.0,1,10.3,3.0,2.0,597.0,245.0,0,0,1651.0,1831695.652173913,1014976.4536741214
4,0,2309000.0,1,10.3,3.0,2.0,1177.0,291.0,0,0,1651.0,1831695.652173913,1014976.4536741214
2,0,900000.0,4,8.5,1.0,2.0,239.0,110.0,8,5,4898.0,1275377.049180328,983343.5294117647
3,0,1625000.0,1,8.5,2.0,2.0,447.0,181.0,8,5,4898.0,1275377.049180328,1018521.6284987277
2,0,906000.0,1,8.5,1.0,1.0,221.0,126.0,8,5,4898.0,1275377.049180328,855078.4509803922
4,0,1100000.0,4,8.5,2.0,0.0,147.0,159.0,8,5,4898.0,1275377.049180328,954727.2485004284
2,2,930000.0,1,8.5,1.0,1.0,295.0,126.0,8,5,4898.0,1275377.049180328,954727.2485004284
3,0,1755000.0,1,8.5,2.0,1.0,391.0,173.0,8,5,4898.0,1275377.049180328,983343.5294117647
4,0,1400000.0,3,8.5,1.0,1.0,489.0,150.0,8,5,4898.0,1275377.049180328,1018521.6284987277
3,2,1240000.0,1,8.5,2.0,2.0,319.0,123.0,8,5,4898.0,1275377.049180328,1313986.5477707007
2,2,700000.0,1,8.5,1.0,2.0,99.0,92.0,8,5,4898.0,1275377.049180328,1018521.6284987277
2,2,591000.0,1,8.5,1.0,1.0,815.0,62.0,8,5,4898.0,1275377.049180328,1232420.7231012657
2,2,537000.0,1,8.5,1.0,1.0,0.0,79.0,8,5,4898.0,1275377.049180328,1018521.6284987277
3,0,1805000.0,0,8.5,2.0,1.0,347.0,126.0,8,5,4898.0,1275377.049180328,1018521.6284987277
3,0,800000.0,4,8.5,2.0,2.0,331.0,112.0,8,5,4898.0,1275377.049180328,1313986.5477707007
3,0,965000.0,0,8.5,1.0,2.0,275.0,119.0,8,5,4898.0,1275377.049180328,1018521.6284987277
2,0,1160000.0,3,8.5,2.0,2.0,155.0,137.0,8,5,4898.0,1275377.049180328,1017457.7792207792
3,1,820000.0,4,8.5,2.0,2.0,108.0,3.0,8,5,4898.0,1275377.049180328,1073789.4144144144
4,0,2600000.0,1,8.5,2.0,2.0,527.0,184.0,8,5,4898.0,1275377.049180328,1018521.6284987277
2,0,900000.0,4,8.5,1.0,1.0,198.0,126.0,8,5,4898.0,1275377.049180328,983343.5294117647
3,0,1390000.0,0,8.5,1.0,2.0,463.0,102.0,8,5,4898.0,1275377.049180328,1018521.6284987277
3,1,1071000.0,1,8.5,2.0,2.0,179.0,125.0,8,5,4898.0,1275377.049180328,1018521.6284987277
3,0,1800000.0,1,8.5,2.0,2.0,492.0,181.0,8,5,4898.0,1275377.049180328,1018521.6284987277
3,0,2345000.0,1,8.5,2.0,1.0,419.0,204.0,8,5,4898.0,1275377.049180328,1018521.6284987277
2,2,741000.0,1,8.5,1.0,1.0,0.0,1561.0,8,5,4898.0,1275377.049180328,1018521.6284987277
2,2,626000.0,1,8.5,1.0,1.0,1764.0,100.0,8,5,4898.0,1275377.049180328,983343.5294117647
3,0,2160000.0,1,8.5,1.0,1.0,590.0,185.0,8,5,4898.0,1275377.049180328,1018521.6284987277
4,0,3000000.0,1,8.5,2.0,2.0,661.0,204.0,8,5,4898.0,1275377.049180328,1018521.6284987277
3,0,1500000.0,4,8.5,2.0,0.0,195.0,126.0,8,5,4898.0,1275377.049180328,1018521.6284987277
4,0,1650000.0,0,8.5,3.0,2.0,386.0,185.0,8,5,4898.0,1275377.049180328,1018521.6284987277
3,1,850000.0,0,8.5,2.0,2.0,108.0,142.0,8,5,4898.0,1275377.049180328,1263333.3333333333
3,0,1750000.0,4,8.5,2.0,2.0,517.0,207.0,8,5,4898.0,1275377.049180328,1232420.7231012657
3,0,1450000.0,1,8.5,1.0,2.0,351.0,108.0,8,5,4898.0,1275377.049180328,1018521.6284987277
4,0,2806000.0,1,8.5,3.0,2.0,669.0,255.0,8,5,4898.0,1275377.049180328,1018521.6284987277
3,2,782000.0,1,8.5,1.0,1.0,0.0,95.0,8,5,4898.0,1275377.049180328,983343.5294117647
4,0,1007000.0,1,8.5,2.0,2.0,125.0,200.0,8,5,4898.0,1275377.049180328,1113550.0
4,0,1450000.0,0,8.5,2.0,2.0,376.0,192.0,8,5,4898.0,1275377.049180328,1018521.6284987277
2,2,500000.0,1,8.5,1.0,1.0,0.0,59.0,8,5,4898.0,1275377.049180328,983343.5294117647
4,0,2600000.0,3,8.5,3.0,2.0,701.0,273.0,8,5,4898.0,1275377.049180328,1018521.6284987277
2,0,895000.0,1,8.5,1.0,1.0,147.0,81.0,8,5,4898.0,1275377.049180328,627500.0
2,1,751000.0,1,8.5,2.0,1.0,0.0,126.0,8,5,4898.0,1275377.049180328,1073789.4144144144
4,0,2050000.0,0,8.5,3.0,2.0,420.0,270.0,8,5,4898.0,1275377.049180328,1018521.6284987277
3,0,1605000.0,1,8.5,1.0,1.0,418.0,152.0,8,5,4898.0,1275377.049180328,1018521.6284987277
2,2,410000.0,4,8.5,0.0,0.0,0.0,126.0,8,5,4898.0,1275377.049180328,983343.5294117647
2,2,577000.0,1,8.5,1.0,0.0,0.0,126.0,8,5,4898.0,1275377.049180328,1313986.5477707007
1,2,520000.0,1,7.7,1.0,1.0,0.0,51.0,25,5,8989.0,928509.534351145,1017457.7792207792
3,1,1350000.0,1,7.7,2.0,2.0,1170.0,126.0,25,5,8989.0,928509.534351145,954727.2485004284
1,2,392500.0,3,7.7,1.0,0.0,0.0,126.0,25,5,8989.0,928509.534351145,1018521.6284987277
2,2,507000.0,1,7.7,1.0,1.0,0.0,79.0,25,5,8989.0,928509.534351145,509800.0
2,2,525000.0,1,7.7,1.0,1.0,553.0,83.0,25,5,8989.0,928509.534351145,1068833.3333333333
3,0,2116000.0,1,7.7,1.0,2.0,463.0,126.0,25,5,8989.0,928509.534351145,1017457.7792207792
2,2,750000.0,1,7.7,1.0,1.0,0.0,71.0,25,5,8989.0,928509.534351145,983343.5294117647
1,2,510000.0,1,7.7,1.0,1.0,0.0,60.0,25,5,8989.0,928509.534351145,1017457.7792207792
2,2,599999.0,1,7.7,1.0,0.0,0.0,126.0,25,5,8989.0,928509.534351145,1017457.7792207792
1,2,300000.0,1,7.7,1.0,0.0,0.0,33.0,25,5,8989.0,928509.534351145,954727.2485004284
3,1,1395000.0,1,7.7,2.0,1.0,400.0,126.0,25,5,8989.0,928509.534351145,1113550.0
2,2,855000.0,1,7.7,1.0,1.0,1966.0,85.0,25,5,8989.0,928509.534351145,954727.2485004284
2,2,1050000.0,4,7.7,2.0,2.0,2381.0,126.0,25,5,8989.0,928509.534351145,1017457.7792207792
2,2,955000.0,1,7.7,1.0,1.0,2925.0,126.0,25,5,8989.0,928509.534351145,1017457.7792207792
2,2,680000.0,0,7.7,1.0,1.0,510.0,126.0,25,5,8989.0,928509.534351145,954727.2485004284
3,0,1911000.0,1,7.7,1.0,2.0,327.0,126.0,25,5,8989.0,928509.534351145,1888843.9119878605
2,2,790000.0,1,7.7,1.0,2.0,0.0,85.0,25,5,8989.0,928509.534351145,1888843.9119878605
2,2,550000.0,1,7.7,1.0,1.0,0.0,68.0,25,5,8989.0,928509.534351145,550000.0
1,2,357000.0,1,7.7,1.0,1.0,0.0,50.0,25,5,8989.0,928509.534351145,1017457.7792207792
2,2,685000.0,0,7.7,1.0,1.0,0.0,126.0,25,5,8989.0,928509.534351145,1888843.9119878605
2,0,1210000.0,1,7.7,1.0,0.0,163.0,92.0,25,5,8989.0,928509.534351145,1113550.0
2,2,825000.0,1,7.7,1.0,2.0,0.0,86.0,25,5,8989.0,928509.534351145,1073789.4144144144
3,0,1050000.0,4,7.7,1.0,0.0,257.0,138.0,25,5,8989.0,928509.534351145,1017457.7792207792
2,2,632000.0,0,7.7,1.0,1.0,0.0,54.0,25,5,8989.0,928509.534351145,954727.2485004284
2,2,582500.0,1,7.7,1.0,1.0,0.0,126.0,25,5,8989.0,928509.534351145,1017457.7792207792
1,2,485000.0,1,7.7,1.0,1.0,0.0,43.0,25,5,8989.0,928509.534351145,1232420.7231012657
2,2,660000.0,4,7.7,2.0,1.0,317.0,126.0,25,5,8989.0,928509.534351145,1017457.7792207792
2,2,575000.0,0,7.7,1.0,0.0,483.0,57.0,25,5,8989.0,928509.534351145,1017457.7792207792
2,2,590000.0,0,7.7,1.0,1.0,0.0,77.0,25,5,8989.0,928509.534351145,1073789.4144144144
3,0,1238000.0,1,7.7,2.0,1.0,116.0,119.0,25,5,8989.0,928509.534351145,1232420.7231012657
2,2,640000.0,1,7.7,1.0,1.0,626.0,126.0,25,5,8989.0,928509.534351145,983343.5294117647
2,2,510000.0,0,7.7,1.0,1.0,0.0,62.0,8,5,8989.0,928509.534351145,954727.2485004284
2,2,717000.0,1,7.7,1.0,1.0,0.0,126.0,25,5,8989.0,928509.534351145,1888843.9119878605
4,0,1875000.0,1,7.7,2.0,0.0,223.0,173.0,25,5,8989.0,928509.534351145,1113550.0
2,0,1180000.0,1,7.7,1.0,0.0,249.0,126.0,25,5,8989.0,928509.534351145,1320576.923076923
3,2,780000.0,1,7.7,1.0,1.0,0.0,100.0,25,5,8989.0,928509.534351145,1017457.7792207792
3,0,878500.0,1,7.7,2.0,1.0,75.0,122.0,25,5,8989.0,928509.534351145,954727.2485004284
3,0,3572000.0,1,7.7,2.0,6.0,737.0,207.0,25,5,8989.0,928509.534351145,1888843.9119878605
2,2,1015000.0,1,7.7,1.0,2.0,0.0,126.0,25,5,8989.0,928509.534351145,1073789.4144144144
3,1,940000.0,1,7.7,1.0,1.0,0.0,126.0,25,5,8989.0,928509.534351145,1017457.7792207792
2,2,630000.0,1,7.7,1.0,1.0,0.0,126.0,25,5,8989.0,928509.534351145,1017457.7792207792
3,0,1700000.0,1,7.7,2.0,2.0,316.0,126.0,25,5,8989.0,928509.534351145,1017457.7792207792
2,2,686000.0,1,7.7,1.0,1.0,1622.0,126.0,25,5,8989.0,928509.534351145,954727.2485004284
2,2,560000.0,0,7.7,1.0,0.0,0.0,70.0,25,5,8989.0,928509.534351145,1368163.4483282676
2,2,765000.0,1,7.7,1.0,0.0,0.0,88.0,25,5,8989.0,928509.534351145,1888843.9119878605
2,2,670000.0,1,7.7,2.0,1.0,0.0,84.0,25,5,8989.0,928509.534351145,1232420.7231012657
3,0,1625000.0,1,7.7,2.0,1.0,246.0,133.0,25,5,8989.0,928509.534351145,1073789.4144144144
2,2,1122000.0,3,7.7,2.0,1.0,0.0,104.0,25,5,8989.0,928509.534351145,1018521.6284987277
2,2,559000.0,0,7.7,1.0,1.0,1307.0,126.0,25,5,8989.0,928509.534351145,1232420.7231012657
1,2,369000.0,1,7.7,1.0,1.0,1547.0,126.0,25,5,8989.0,928509.534351145,954727.2485004284
2,2,525500.0,3,7.7,1.0,1.0,0.0,126.0,25,5,8989.0,928509.534351145,1232420.7231012657
4,0,2400000.0,0,7.7,2.0,2.0,560.0,185.0,25,5,8989.0,928509.534351145,1888843.9119878605
2,2,655000.0,0,7.7,1.0,1.0,0.0,70.0,25,5,8989.0,928509.534351145,1018521.6284987277
2,2,684000.0,3,7.7,1.0,0.0,0.0,98.0,25,5,8989.0,928509.534351145,1073789.4144144144
1,2,451000.0,1,7.7,1.0,1.0,0.0,126.0,25,5,8989.0,928509.534351145,1017457.7792207792
2,2,500000.0,4,7.7,1.0,1.0,0.0,63.0,25,5,8989.0,928509.534351145,1068833.3333333333
2,2,680000.0,3,7.7,1.0,1.0,0.0,67.0,25,5,8989.0,928509.534351145,1017457.7792207792
2,2,600000.0,1,7.7,1.0,1.0,0.0,75.0,25,5,8989.0,928509.534351145,954727.2485004284
1,2,370000.0,0,7.7,1.0,1.0,0.0,51.0,25,5,8989.0,928509.534351145,1313986.5477707007
2,2,612000.0,1,7.7,1.0,1.0,0.0,126.0,25,5,8989.0,928509.534351145,1232420.7231012657
3,0,1561000.0,1,7.7,2.0,0.0,218.0,126.0,25,5,8989.0,928509.534351145,1073789.4144144144
1,2,390000.0,4,7.7,1.0,1.0,644.0,47.0,25,5,8989.0,928509.534351145,954727.2485004284
1,2,313000.0,1,7.7,1.0,1.0,0.0,126.0,25,5,8989.0,928509.534351145,1017457.7792207792
2,2,630000.0,0,7.7,1.0,1.0,0.0,70.0,25,5,8989.0,928509.534351145,1313986.5477707007
3,0,1675000.0,1,7.7,1.0,1.0,345.0,126.0,25,5,8989.0,928509.534351145,1113550.0
1,2,470000.0,3,7.7,1.0,1.0,900.0,126.0,25,5,8989.0,928509.534351145,954727.2485004284
2,2,640000.0,1,7.7,1.0,0.0,0.0,80.0,25,5,8989.0,928509.534351145,983343.5294117647
2,2,932000.0,1,7.7,2.0,1.0,799.0,110.0,25,5,8989.0,928509.534351145,983343.5294117647
2,2,645000.0,1,7.7,1.0,1.0,0.0,75.0,25,5,8989.0,928509.534351145,954727.2485004284
1,2,347000.0,1,7.7,1.0,1.0,0.0,37.0,25,5,8989.0,928509.534351145,983343.5294117647
2,2,875000.0,3,7.7,1.0,1.0,0.0,83.0,25,5,8989.0,928509.534351145,1017457.7792207792
2,2,582500.0,3,7.7,1.0,1.0,0.0,65.0,25,5,8989.0,928509.534351145,1017457.7792207792
2,2,570000.0,1,7.7,1.0,1.0,0.0,50.0,25,5,8989.0,928509.534351145,1073789.4144144144
4,0,1875000.0,4,7.7,3.0,0.0,235.0,211.0,25,5,8989.0,928509.534351145,1017457.7792207792
1,2,326000.0,4,7.7,1.0,1.0,0.0,126.0,25,5,8989.0,928509.534351145,954727.2485004284
1,2,340000.0,3,7.7,1.0,1.0,0.0,42.0,25,5,8989.0,928509.534351145,1232420.7231012657
4,0,2200000.0,0,7.7,3.0,2.0,348.0,218.0,25,5,8989.0,928509.534351145,1068833.3333333333
2,2,687500.0,1,7.7,1.0,1.0,0.0,69.0,25,5,8989.0,928509.534351145,1888843.9119878605
2,2,680000.0,0,7.7,1.0,1.0,0.0,126.0,25,5,8989.0,928509.534351145,954727.2485004284
2,2,730000.0,1,7.7,1.0,1.0,0.0,85.0,25,5,8989.0,928509.534351145,1017457.7792207792
2,2,526000.0,1,7.7,1.0,0.0,0.0,47.0,25,5,8989.0,928509.534351145,1017457.7792207792
3,1,920000.0,0,7.7,2.0,2.0,758.0,18.0,25,5,8989.0,928509.534351145,1073789.4144144144
3,0,1830000.0,1,7.7,2.0,2.0,374.0,162.0,25,5,8989.0,928509.534351145,1017457.7792207792
2,2,572500.0,0,7.7,2.0,1.0,1307.0,126.0,25,5,8989.0,928509.534351145,1946225.2100840337
3,0,1925000.0,4,7.7,1.0,1.0,393.0,126.0,25,5,8989.0,928509.534351145,1017457.7792207792
3,0,1425000.0,1,8.0,2.0,2.0,684.0,147.0,21,6,9264.0,1065531.8181818181,1368163.4483282676
2,2,660000.0,1,8.0,1.0,1.0,263.0,113.0,21,6,9264.0,1065531.8181818181,876303.1414441147
2,2,550000.0,4,8.0,1.0,1.0,0.0,83.0,21,6,9264.0,1065531.8181818181,1014976.4536741214
3,0,980000.0,4,8.0,1.0,1.0,445.0,126.0,21,6,9264.0,1065531.8181818181,876303.1414441147
3,0,1295000.0,0,8.0,1.0,3.0,688.0,105.0,21,6,9264.0,1065531.8181818181,1014976.4536741214
4,0,1900000.0,1,8.0,1.0,2.0,733.0,126.0,21,6,9264.0,1065531.8181818181,1014976.4536741214
2,1,595000.0,1,8.0,1.0,2.0,752.0,89.0,21,6,9264.0,1065531.8181818181,1107159.375
3,0,911000.0,1,8.0,2.0,2.0,225.0,98.0,21,6,9264.0,1065531.8181818181,1000095.0909090909
4,0,900000.0,3,8.0,2.0,1.0,288.0,210.0,21,6,9264.0,1065531.8181818181,1014976.4536741214
2,2,645000.0,1,8.0,1.0,1.0,0.0,76.0,21,6,9264.0,1065531.8181818181,1014976.4536741214
4,0,1965000.0,1,8.0,2.0,4.0,704.0,126.0,21,6,9264.0,1065531.8181818181,1078294.8717948718
3,2,840000.0,1,8.0,2.0,1.0,282.0,126.0,21,6,9264.0,1065531.8181818181,1014976.4536741214
2,2,702500.0,1,8.0,1.0,1.0,168.0,77.0,21,6,9264.0,1065531.8181818181,1014976.4536741214
3,0,960000.0,1,8.0,1.0,2.0,549.0,106.0,21,6,9264.0,1065531.8181818181,835778.3625730994
4,0,1670000.0,1,8.0,2.0,1.0,291.0,183.0,21,6,9264.0,1065531.8181818181,1014976.4536741214
3,0,1100000.0,4,8.0,2.0,1.0,789.0,257.0,21,6,9264.0,1065531.8181818181,1014976.4536741214
4,0,1800000.0,1,8.0,2.0,2.0,648.0,215.0,21,6,9264.0,1065531.8181818181,1014976.4536741214
4,1,1250000.0,0,8.0,3.0,2.0,374.0,267.0,21,6,9264.0,1065531.8181818181,1107159.375
3,0,1365000.0,1,8.0,1.0,1.0,754.0,126.0,21,6,9264.0,1065531.8181818181,1014976.4536741214
2,0,1130000.0,3,8.0,1.0,1.0,646.0,100.0,21,6,9264.0,1065531.8181818181,876303.1414441147
2,2,370000.0,0,8.0,1.0,3.0,0.0,55.0,21,6,9264.0,1065531.8181818181,1313986.5477707007
3,0,1467000.0,1,8.0,2.0,2.0,188.0,171.0,21,6,9264.0,1065531.8181818181,1230138.0753138075
2,0,1315000.0,1,8.0,1.0,0.0,634.0,126.0,21,6,9264.0,1065531.8181818181,876303.1414441147
3,0,2390000.0,1,8.0,1.0,1.0,669.0,126.0,21,6,9264.0,1065531.8181818181,876303.1414441147
3,0,1240000.0,1,8.0,2.0,2.0,307.0,126.0,21,6,9264.0,1065531.8181818181,1014976.4536741214
2,2,456000.0,1,8.0,1.0,0.0,0.0,126.0,21,6,9264.0,1065531.8181818181,835778.3625730994
5,0,2800000.0,0,8.0,4.0,6.0,877.0,378.0,21,6,9264.0,1065531.8181818181,1014976.4536741214
1,2,325000.0,1,8.0,1.0,1.0,0.0,126.0,21,6,9264.0,1065531.8181818181,835778.3625730994
2,2,521000.0,1,8.0,1.0,1.0,0.0,126.0,21,6,9264.0,1065531.8181818181,1014976.4536741214
2,2,645000.0,1,8.0,1.0,1.0,228.0,126.0,21,6,9264.0,1065531.8181818181,876303.1414441147
4,0,1160000.0,1,8.0,3.0,2.0,256.0,217.0,21,6,9264.0,1065531.8181818181,1014976.4536741214
2,2,445000.0,1,8.0,1.0,1.0,916.0,126.0,21,6,9264.0,1065531.8181818181,1014976.4536741214
